review_id,employee_id,review_year,kpi_score,productivity_score,attendance_score,leadership_score,teamwork_score,final_performance_score,performance_category
742,1351,2022,79.7,80.9,72.3,85.2,72.9,78.3,Meets
743,1351,2023,80.4,72.6,79.1,70.1,74.9,76.2,Meets
744,1351,2024,75.8,76.0,65.8,74.9,72.2,73.2,Needs Improvement
745,1352,2024,98.3,84.5,96.9,85.6,89.5,92.0,Outstanding
746,1353,2023,78.2,79.4,81.8,69.8,76.1,77.6,Meets
747,1353,2024,85.0,79.0,79.6,73.4,84.9,81.0,Meets
748,1354,2022,79.2,87.5,78.7,88.9,87.1,83.4,Meets
749,1354,2023,86.5,80.7,80.9,78.0,87.9,83.2,Meets
750,1354,2024,82.3,75.5,83.0,72.7,80.8,79.4,Meets
751,1355,2022,83.0,84.4,82.2,83.4,81.8,83.0,Meets
752,1355,2023,72.1,73.9,67.7,68.5,79.9,72.2,Needs Improvement
753,1355,2024,79.9,75.8,67.4,76.2,73.1,75.0,Meets
754,1356,2023,80.4,70.4,78.8,80.5,73.9,77.1,Meets
755,1356,2024,75.3,69.8,73.1,67.3,72.6,72.2,Needs Improvement
756,1357,2022,92.7,91.7,100.0,85.7,92.2,92.8,Outstanding
757,1357,2023,99.8,96.8,100.0,100.0,99.6,99.2,Outstanding
758,1357,2024,99.5,92.4,91.6,89.5,98.9,94.9,Outstanding
759,1358,2022,95.9,88.7,86.8,86.7,86.2,89.8,Exceeds
760,1358,2023,100.0,90.3,100.0,89.0,100.0,96.4,Outstanding
761,1358,2024,69.0,68.1,65.9,62.1,75.0,68.1,Needs Improvement
762,1359,2022,72.4,72.1,63.3,71.4,76.6,71.0,Needs Improvement
763,1359,2023,61.9,59.5,66.0,68.3,64.3,63.6,Needs Improvement
764,1359,2024,65.4,63.0,60.4,66.0,63.7,63.8,Needs Improvement
765,1360,2024,87.4,81.7,86.6,91.8,82.5,86.0,Exceeds
766,1362,2022,89.5,88.1,96.1,92.5,94.6,91.8,Outstanding
767,1362,2023,81.4,80.5,83.0,78.8,80.9,81.1,Meets
768,1362,2024,84.1,89.4,95.1,78.1,94.0,87.9,Exceeds
769,1363,2022,83.8,84.6,87.6,79.2,83.0,83.9,Meets
770,1363,2023,79.5,77.5,71.4,81.8,79.0,77.7,Meets
771,1363,2024,85.2,88.2,84.6,88.2,80.1,85.4,Exceeds
772,1364,2022,80.3,80.9,82.0,87.9,84.8,82.6,Meets
773,1364,2023,72.7,78.0,78.6,68.0,78.3,75.1,Meets
774,1364,2024,96.5,86.9,96.8,96.6,91.3,93.9,Outstanding
775,1365,2023,81.6,70.8,79.4,64.0,73.1,75.1,Meets
776,1365,2024,93.2,96.3,95.3,100.0,94.2,95.4,Outstanding
777,1366,2022,81.6,81.3,85.6,81.7,78.0,81.8,Meets
778,1366,2023,83.2,83.8,84.7,88.3,87.5,85.0,Exceeds
779,1366,2024,96.8,88.4,100.0,93.1,88.9,94.0,Outstanding
780,1367,2022,87.1,89.6,88.7,91.2,92.7,89.4,Exceeds
781,1367,2023,88.0,74.9,79.5,83.7,81.9,82.1,Meets
782,1367,2024,71.1,69.0,77.8,77.8,78.6,74.2,Needs Improvement
783,1368,2024,75.9,70.6,79.2,65.7,79.2,74.5,Needs Improvement
784,1369,2024,90.2,79.7,86.1,81.0,83.5,84.9,Meets
785,1370,2023,90.9,95.6,96.8,92.3,93.0,93.5,Outstanding
786,1370,2024,88.4,85.6,82.4,77.9,81.5,84.0,Meets
787,1371,2022,72.9,71.4,65.8,66.3,73.3,70.2,Needs Improvement
788,1371,2023,89.4,92.5,86.9,91.8,91.3,90.2,Outstanding
789,1371,2024,94.6,86.7,83.9,81.3,97.5,89.3,Exceeds
790,1372,2022,72.9,73.4,79.5,66.9,79.6,74.4,Needs Improvement
791,1372,2023,88.4,85.1,89.8,77.3,88.2,86.3,Exceeds
792,1372,2024,80.8,83.6,74.9,77.3,76.6,79.0,Meets
793,1373,2022,78.5,78.1,77.6,82.7,78.7,78.9,Meets
794,1373,2023,89.3,82.1,83.7,86.9,90.3,86.5,Exceeds
795,1373,2024,85.8,83.1,90.9,87.0,86.2,86.5,Exceeds
796,1374,2022,71.3,72.4,69.9,78.0,79.7,73.5,Needs Improvement
797,1374,2023,99.7,94.8,92.8,90.6,94.4,95.2,Outstanding
798,1374,2024,70.9,69.1,66.9,79.5,73.5,71.4,Needs Improvement
799,1375,2023,81.2,76.3,75.8,69.8,83.2,77.7,Meets
800,1375,2024,86.7,82.9,77.5,83.0,77.5,82.2,Meets
801,1376,2022,88.8,83.5,79.0,83.8,86.6,84.7,Meets
802,1376,2023,82.8,74.0,83.8,81.4,77.8,80.3,Meets
803,1376,2024,59.4,61.3,58.6,56.2,57.4,58.8,Needs Improvement
804,1378,2022,73.6,77.5,85.0,73.8,71.4,76.4,Meets
805,1378,2023,77.6,76.1,65.3,71.1,78.8,74.0,Needs Improvement
806,1378,2024,67.5,59.9,58.1,59.5,64.1,62.4,Needs Improvement
807,1379,2024,91.6,80.7,88.7,89.7,87.4,87.9,Exceeds
808,1381,2024,84.0,79.7,79.0,72.8,83.4,80.4,Meets
809,1383,2022,71.7,78.5,80.1,68.9,74.5,74.7,Needs Improvement
810,1383,2023,70.1,68.4,71.1,77.7,72.7,71.5,Needs Improvement
811,1383,2024,78.2,70.9,81.8,80.0,77.2,77.6,Meets
812,1384,2023,84.6,84.3,87.9,80.7,77.8,83.6,Meets
813,1384,2024,83.5,77.3,77.4,80.0,79.1,79.9,Meets
814,1387,2022,76.3,75.3,71.4,67.4,72.5,73.2,Needs Improvement
815,1387,2023,85.8,79.4,82.9,78.5,78.5,81.8,Meets
816,1387,2024,91.9,92.5,89.6,92.9,90.5,91.5,Outstanding
817,1388,2023,91.4,88.2,85.4,88.8,87.2,88.5,Exceeds
818,1388,2024,94.7,92.3,89.7,93.3,99.2,93.7,Outstanding
819,1390,2022,82.4,76.8,81.1,86.5,86.7,82.3,Meets
820,1390,2023,87.5,90.0,89.2,84.3,99.5,89.7,Exceeds
821,1390,2024,87.9,77.4,82.0,82.6,86.8,83.7,Meets
822,1391,2022,81.6,73.6,79.2,76.3,79.9,78.5,Meets
823,1391,2023,76.6,69.7,64.1,62.0,68.0,69.2,Needs Improvement
824,1391,2024,92.7,92.5,88.3,85.5,94.6,91.0,Outstanding
825,1392,2024,88.6,83.4,82.6,72.4,78.7,82.4,Meets
826,1394,2022,100.0,98.8,100.0,100.0,100.0,99.8,Outstanding
827,1394,2023,77.8,79.2,81.5,82.9,80.1,79.9,Meets
828,1394,2024,93.4,90.7,98.8,95.8,96.9,94.8,Outstanding
829,1395,2023,75.3,75.3,83.6,81.2,75.5,77.9,Meets
830,1395,2024,79.2,80.6,75.6,73.4,85.8,78.9,Meets
831,1396,2024,76.4,71.8,73.3,74.4,67.0,73.1,Needs Improvement
832,1397,2024,69.0,69.5,74.9,78.1,79.6,73.2,Needs Improvement
833,1398,2023,80.4,80.5,75.1,70.4,81.5,78.0,Meets
834,1398,2024,85.8,79.7,84.8,73.8,84.3,82.4,Meets
835,1399,2022,99.6,88.5,93.9,85.4,99.4,94.1,Outstanding
836,1399,2023,85.5,91.6,84.0,83.9,84.2,86.0,Exceeds
837,1399,2024,96.0,92.6,89.4,87.5,94.3,92.5,Outstanding
838,1400,2022,86.8,92.2,86.6,87.4,91.2,88.6,Exceeds
839,1400,2023,76.1,85.5,85.8,77.0,82.6,81.0,Meets
840,1400,2024,82.8,76.6,79.4,82.5,83.4,80.9,Meets
841,1404,2024,84.7,89.2,79.6,85.5,93.1,86.0,Exceeds
842,1405,2024,100.0,94.1,98.3,100.0,100.0,98.5,Outstanding
843,1406,2022,82.0,83.1,90.4,88.1,87.0,85.6,Exceeds
844,1406,2023,81.3,90.7,94.5,89.5,93.8,88.9,Exceeds
845,1406,2024,70.1,78.8,82.9,80.2,79.4,77.3,Meets
846,1407,2023,85.7,78.2,78.9,86.8,79.0,82.0,Meets
847,1407,2024,71.2,65.0,74.0,71.1,71.2,70.5,Needs Improvement
848,1408,2022,90.7,82.0,87.3,80.5,86.6,86.1,Exceeds
849,1408,2023,84.0,84.7,85.4,88.9,95.7,86.9,Exceeds
850,1408,2024,63.6,61.5,65.7,61.6,71.1,64.4,Needs Improvement
851,1409,2023,77.4,67.9,64.4,62.4,73.2,70.0,Needs Improvement
852,1409,2024,64.4,65.0,63.4,59.6,72.2,64.8,Needs Improvement
853,1410,2022,69.7,68.2,72.7,62.0,64.9,68.1,Needs Improvement
854,1410,2023,84.4,78.7,86.4,75.0,82.7,82.0,Meets
855,1410,2024,89.8,95.5,98.5,95.0,85.8,92.9,Outstanding
856,1411,2022,83.1,80.1,85.1,73.2,81.5,81.2,Meets
857,1411,2023,89.6,96.6,87.6,82.6,97.5,90.7,Outstanding
858,1411,2024,92.1,89.9,82.8,93.3,86.3,89.1,Exceeds
859,1412,2022,88.6,93.4,89.7,84.6,94.6,90.1,Outstanding
860,1412,2023,78.6,73.7,74.0,81.4,72.5,76.2,Meets
861,1412,2024,89.2,93.2,89.7,82.3,91.6,89.4,Exceeds
862,1413,2024,89.3,87.5,89.1,91.0,87.8,88.9,Exceeds
863,1414,2022,70.6,63.8,59.2,56.6,66.5,64.2,Needs Improvement
864,1414,2023,84.8,90.3,97.1,81.6,91.8,88.9,Exceeds
865,1414,2024,100.0,99.9,98.4,86.6,95.0,96.9,Outstanding
866,1415,2022,68.6,59.9,68.4,69.0,58.8,65.4,Needs Improvement
867,1415,2023,76.9,71.5,69.4,78.2,73.6,74.0,Needs Improvement
868,1415,2024,83.7,76.2,85.5,71.5,73.9,79.3,Meets
869,1416,2024,80.1,76.1,86.1,73.5,82.3,79.8,Meets
870,1417,2023,94.0,86.2,90.2,87.2,88.4,89.8,Exceeds
871,1417,2024,78.6,84.5,83.0,84.0,88.1,82.9,Meets
872,1418,2022,87.0,84.1,91.5,84.8,82.8,86.4,Exceeds
873,1418,2023,73.1,66.6,71.5,71.7,68.6,70.6,Needs Improvement
874,1418,2024,81.8,74.5,80.3,77.0,73.5,78.1,Meets
875,1420,2023,93.2,87.3,99.2,90.7,88.4,92.1,Outstanding
876,1420,2024,72.8,64.9,76.6,70.4,67.9,70.9,Needs Improvement
877,1421,2022,85.6,78.6,78.6,82.1,82.8,81.9,Meets
878,1421,2023,87.6,81.1,81.2,80.7,77.0,82.4,Meets
879,1421,2024,91.0,82.0,95.1,88.8,88.1,89.3,Exceeds
880,1422,2022,89.2,82.7,78.1,77.6,86.7,83.6,Meets
881,1422,2023,99.2,94.0,97.3,93.3,89.6,95.5,Outstanding
882,1422,2024,90.9,90.2,86.3,92.1,96.9,90.9,Outstanding
883,1423,2022,91.6,84.7,88.9,89.8,95.2,90.0,Outstanding
884,1423,2023,81.1,82.9,89.7,89.1,87.5,85.3,Exceeds
885,1423,2024,81.6,78.7,77.9,78.3,86.3,80.5,Meets
886,1424,2023,70.0,72.0,77.6,69.6,70.5,71.9,Needs Improvement
887,1424,2024,77.0,80.7,68.6,81.0,78.8,76.9,Meets
888,1425,2023,78.5,82.9,87.6,71.9,77.3,80.0,Meets
889,1425,2024,75.0,81.0,81.3,80.7,75.9,78.5,Meets
890,1426,2023,78.0,66.6,72.5,74.7,76.3,73.9,Needs Improvement
891,1426,2024,90.0,86.4,86.6,78.0,90.3,86.8,Exceeds
892,1427,2024,100.0,97.8,100.0,100.0,100.0,99.6,Outstanding
893,1428,2022,96.5,100.0,93.5,93.4,93.0,95.6,Outstanding
894,1428,2023,76.7,68.5,66.8,74.3,70.7,71.8,Needs Improvement
895,1428,2024,97.6,89.1,98.5,85.7,88.3,92.9,Outstanding
896,1429,2022,84.4,75.8,80.5,84.0,73.5,80.2,Meets
897,1429,2023,87.6,91.3,98.9,90.5,85.9,90.8,Outstanding
898,1429,2024,74.4,78.6,83.1,74.8,81.7,78.1,Meets
899,1430,2022,80.5,85.2,79.4,84.2,92.4,83.6,Meets
900,1430,2023,72.9,74.7,81.2,65.3,74.1,74.0,Needs Improvement
901,1430,2024,77.8,85.4,80.1,77.5,88.2,81.3,Meets
902,1431,2022,84.5,82.5,75.2,73.7,74.5,79.1,Meets
903,1431,2023,76.3,72.7,85.6,74.1,77.5,77.3,Meets
904,1431,2024,81.6,84.4,82.9,85.3,82.2,83.1,Meets
905,1432,2024,84.3,84.5,74.4,80.6,81.5,81.4,Meets
906,1433,2024,81.9,82.1,82.8,85.1,81.1,82.5,Meets
907,1434,2022,91.0,86.9,95.4,86.2,87.4,89.8,Exceeds
908,1434,2023,85.9,89.5,85.0,89.0,87.5,87.1,Exceeds
909,1434,2024,84.0,83.6,78.6,86.3,81.6,82.8,Meets
910,1436,2022,93.0,87.6,90.6,86.9,95.8,90.9,Outstanding
911,1436,2023,75.6,77.9,85.4,75.1,85.7,79.5,Meets
912,1436,2024,78.8,84.2,77.1,84.8,83.0,81.1,Meets
913,1437,2022,86.4,83.0,75.4,72.7,75.2,79.8,Meets
914,1437,2023,81.9,81.7,86.7,70.3,79.6,80.7,Meets
915,1437,2024,93.2,84.7,85.4,85.3,83.6,87.3,Exceeds
916,1438,2022,72.8,71.7,71.4,73.2,75.4,72.8,Needs Improvement
917,1438,2023,72.8,78.6,70.4,65.4,80.7,73.6,Needs Improvement
918,1438,2024,78.5,80.0,74.5,76.4,79.8,77.9,Meets
919,1439,2022,86.5,84.6,85.0,95.6,91.4,87.9,Exceeds
920,1439,2023,79.5,78.8,78.4,82.2,81.6,79.9,Meets
921,1439,2024,75.6,73.1,76.2,74.3,79.7,75.6,Meets
922,1440,2022,78.2,73.8,74.9,79.8,71.9,76.0,Meets
923,1440,2023,77.5,80.4,69.9,73.5,71.7,75.1,Meets
924,1440,2024,76.0,74.8,76.7,65.5,74.1,74.0,Needs Improvement
925,1442,2022,78.0,82.0,83.7,87.2,78.8,81.4,Meets
926,1442,2023,66.9,66.1,65.7,69.1,74.6,68.0,Needs Improvement
927,1442,2024,84.4,90.2,89.0,88.8,92.5,88.4,Exceeds
928,1444,2022,86.0,82.1,90.0,72.7,80.0,83.1,Meets
929,1444,2023,74.8,81.1,80.3,74.4,83.6,78.4,Meets
930,1444,2024,88.0,83.1,80.2,88.7,87.8,85.5,Exceeds
931,1445,2022,92.7,84.1,97.0,93.4,90.4,91.6,Outstanding
932,1445,2023,78.4,81.2,85.2,84.6,85.4,82.3,Meets
933,1445,2024,77.3,79.0,72.2,76.8,74.7,76.2,Meets
934,1446,2022,85.0,76.1,87.2,81.3,86.0,83.3,Meets
935,1446,2023,81.3,73.0,73.6,68.8,82.3,76.4,Meets
936,1446,2024,75.5,69.6,66.6,76.1,75.6,72.6,Needs Improvement
937,1447,2022,76.5,75.5,75.2,80.5,78.6,77.0,Meets
938,1447,2023,79.6,79.1,70.6,70.7,70.8,75.0,Meets
939,1447,2024,82.5,78.5,84.4,89.4,81.1,82.9,Meets
940,1448,2022,92.7,94.2,85.5,86.7,93.2,90.7,Outstanding
941,1448,2023,94.9,90.2,89.9,94.7,85.7,91.6,Outstanding
942,1448,2024,100.0,96.8,89.5,99.8,100.0,97.2,Outstanding
943,1449,2022,80.1,83.5,89.4,88.9,89.5,85.4,Exceeds
944,1449,2023,83.7,81.0,89.6,80.0,78.3,83.0,Meets
945,1449,2024,87.4,94.9,89.5,96.2,91.1,91.2,Outstanding
946,1450,2022,93.0,87.3,96.4,81.6,96.9,91.4,Outstanding
947,1450,2023,84.7,84.5,77.7,76.4,80.8,81.4,Meets
948,1450,2024,70.1,75.4,65.9,73.8,69.7,70.8,Needs Improvement
949,1451,2022,88.4,87.5,93.1,93.8,94.7,90.9,Outstanding
950,1451,2023,81.8,77.3,80.6,79.6,74.2,79.2,Meets
951,1451,2024,91.5,84.9,80.9,90.4,88.1,87.4,Exceeds
952,1452,2022,72.5,76.7,72.8,70.3,71.1,72.9,Needs Improvement
953,1452,2023,72.8,70.2,74.7,71.4,65.0,71.3,Needs Improvement
954,1452,2024,79.5,78.5,80.8,69.9,79.0,78.0,Meets
955,1454,2024,92.8,89.3,93.8,83.3,95.3,91.3,Outstanding
956,1456,2023,92.1,87.4,93.8,87.4,94.4,91.1,Outstanding
957,1456,2024,93.9,96.9,90.5,100.0,93.9,94.7,Outstanding
958,1457,2022,69.8,64.2,65.8,75.5,74.7,69.5,Needs Improvement
959,1457,2023,88.1,90.1,78.2,76.1,87.3,84.6,Meets
960,1457,2024,90.2,89.3,85.6,83.8,89.7,88.1,Exceeds
961,1458,2022,95.6,90.8,100.0,86.3,93.0,93.7,Outstanding
962,1458,2023,81.8,85.6,77.0,82.5,86.2,82.4,Meets
963,1458,2024,87.3,84.9,84.5,84.9,91.7,86.6,Exceeds
964,1459,2024,74.5,73.0,76.6,64.7,72.9,72.9,Needs Improvement
965,1461,2022,93.0,87.9,85.5,81.9,85.8,87.7,Exceeds
966,1461,2023,87.7,88.3,87.9,79.5,90.5,87.0,Exceeds
967,1461,2024,89.9,85.4,86.1,73.5,88.3,85.5,Exceeds
968,1462,2022,90.7,95.2,85.0,92.6,96.7,91.6,Outstanding
969,1462,2023,86.1,84.9,91.1,79.3,94.7,87.1,Exceeds
970,1462,2024,89.5,83.3,90.6,91.9,88.5,88.7,Exceeds
971,1463,2024,86.7,74.3,77.8,85.9,79.8,81.3,Meets
972,1466,2022,76.5,83.7,87.8,70.4,77.4,79.4,Meets
973,1466,2023,95.4,88.0,85.4,94.6,87.1,90.6,Outstanding
974,1466,2024,71.1,75.0,83.4,65.1,78.9,74.6,Needs Improvement
975,1467,2022,73.2,67.0,78.6,72.3,69.1,72.3,Needs Improvement
976,1467,2023,95.1,87.1,92.7,92.0,84.6,91.0,Outstanding
977,1467,2024,84.1,87.0,85.4,93.5,95.1,88.0,Exceeds
978,1468,2022,77.7,74.2,73.0,76.8,81.5,76.5,Meets
979,1468,2023,90.7,86.3,81.7,90.6,89.2,87.8,Exceeds
980,1468,2024,78.7,81.7,77.1,82.0,81.5,79.9,Meets
981,1469,2023,85.7,84.8,93.2,80.6,89.3,86.8,Exceeds
982,1469,2024,76.5,68.8,82.4,65.1,75.0,74.2,Needs Improvement
983,1470,2022,83.3,81.9,76.0,83.3,78.9,80.9,Meets
984,1470,2023,79.8,85.7,80.4,77.4,89.0,82.1,Meets
985,1470,2024,85.8,81.9,83.5,74.7,81.7,82.3,Meets
986,1471,2024,97.9,91.0,97.7,99.4,95.9,96.4,Outstanding
987,1472,2023,78.0,66.0,68.9,67.5,79.1,72.4,Needs Improvement
988,1472,2024,87.8,86.1,86.8,87.2,88.1,87.2,Exceeds
989,1473,2022,73.9,80.3,83.6,68.7,75.8,76.6,Meets
990,1473,2023,74.4,78.7,81.5,79.0,76.9,77.7,Meets
991,1473,2024,100.0,94.0,100.0,89.2,92.1,96.0,Outstanding
992,1474,2022,68.6,70.4,74.0,67.1,70.6,70.1,Needs Improvement
993,1474,2023,84.5,82.0,80.3,82.9,81.9,82.5,Meets
994,1474,2024,74.6,72.3,75.9,73.3,80.3,75.1,Meets
995,1475,2024,74.0,70.2,65.7,66.9,74.2,70.5,Needs Improvement
996,1476,2024,75.9,74.1,88.7,79.9,79.7,79.3,Meets
997,1477,2023,84.5,78.7,78.9,73.5,83.1,80.4,Meets
998,1477,2024,73.0,67.9,76.4,65.8,73.7,71.7,Needs Improvement
999,1478,2022,77.3,78.2,74.2,81.1,89.4,79.2,Meets
1000,1478,2023,98.9,100.0,100.0,89.2,99.6,98.0,Outstanding
1001,1478,2024,79.9,86.1,86.2,88.1,78.4,83.4,Meets
1002,1479,2022,72.6,75.1,76.9,69.4,74.0,73.7,Needs Improvement
1003,1479,2023,98.0,90.2,90.1,82.1,94.9,92.0,Outstanding
1004,1479,2024,73.4,74.8,70.3,67.7,72.4,72.1,Needs Improvement
1005,1480,2022,72.5,71.2,60.3,71.2,62.7,68.1,Needs Improvement
1006,1480,2023,72.1,68.0,69.8,63.7,74.1,69.9,Needs Improvement
1007,1480,2024,78.8,83.3,91.6,89.8,82.1,84.4,Meets
1008,1481,2022,87.3,86.3,99.1,84.5,95.4,90.3,Outstanding
1009,1481,2023,81.1,80.2,75.6,80.4,87.4,80.7,Meets
1010,1481,2024,85.6,93.5,99.3,90.4,97.9,92.5,Outstanding
1011,1482,2022,74.3,80.0,83.0,72.7,79.9,77.8,Meets
1012,1482,2023,78.2,69.4,66.3,67.3,68.6,71.0,Needs Improvement
1013,1482,2024,83.4,71.9,76.4,84.5,75.8,78.7,Meets
1014,1483,2022,91.7,85.2,82.3,83.8,92.4,87.4,Exceeds
1015,1483,2023,81.3,81.1,85.2,82.9,77.1,81.7,Meets
1016,1483,2024,81.8,86.7,90.3,81.6,77.1,83.7,Meets
1017,1484,2022,83.7,76.2,73.2,74.8,74.2,77.3,Meets
1018,1484,2023,88.2,90.7,85.6,85.5,93.5,88.6,Exceeds
1019,1484,2024,74.5,73.7,79.8,69.5,73.8,74.5,Needs Improvement
1020,1486,2022,88.1,85.6,74.2,87.7,84.6,84.2,Meets
1021,1486,2023,80.9,79.3,76.5,81.4,83.2,80.1,Meets
1022,1486,2024,72.6,78.8,78.1,79.9,73.0,76.1,Meets
1023,1487,2022,93.0,89.0,83.8,80.1,86.3,87.4,Exceeds
1024,1487,2023,75.5,74.3,78.2,67.9,82.7,75.7,Meets
1025,1487,2024,72.4,70.0,71.4,69.2,78.1,72.1,Needs Improvement
1026,1488,2022,71.1,70.1,73.8,78.6,73.3,72.9,Needs Improvement
1027,1488,2023,68.7,77.0,67.3,65.5,76.8,70.8,Needs Improvement
1028,1488,2024,84.0,74.1,87.2,75.7,79.0,80.7,Meets
1029,1490,2022,83.7,82.7,85.7,84.4,77.6,83.1,Meets
1030,1490,2023,96.4,88.3,84.3,88.3,93.3,90.7,Outstanding
1031,1490,2024,83.2,87.5,88.3,80.6,83.2,84.7,Meets
1032,1491,2023,76.4,84.3,79.9,79.4,87.5,80.8,Meets
1033,1491,2024,81.4,77.1,69.9,74.6,74.1,76.1,Meets
1034,1492,2023,92.5,80.7,81.4,85.2,85.3,85.7,Exceeds
1035,1492,2024,71.6,71.0,72.7,74.0,78.7,73.1,Needs Improvement
1036,1493,2022,73.3,73.8,68.7,78.7,77.3,73.9,Needs Improvement
1037,1493,2023,76.5,67.4,71.8,76.3,75.6,73.6,Needs Improvement
1038,1493,2024,77.7,81.1,85.8,78.3,71.6,79.2,Meets
1039,1496,2023,82.3,80.9,87.7,85.5,89.9,84.7,Meets
1040,1496,2024,82.3,82.2,80.4,85.8,91.6,83.8,Meets
1041,1497,2022,90.8,87.0,87.3,83.9,87.5,87.8,Exceeds
1042,1497,2023,68.9,72.4,81.4,78.9,79.4,75.2,Meets
1043,1497,2024,87.3,84.2,85.0,72.9,84.2,83.6,Meets
1044,1498,2023,81.5,77.8,74.2,78.8,74.8,77.9,Meets
1045,1498,2024,80.5,72.6,70.5,75.3,76.3,75.5,Meets
1046,1500,2022,71.4,71.8,72.2,69.5,69.3,71.0,Needs Improvement
1047,1500,2023,76.5,77.8,82.9,88.1,85.8,81.2,Meets
1048,1500,2024,75.2,73.0,79.8,75.7,78.3,76.2,Meets
1049,1501,2022,81.0,73.5,79.7,69.8,82.8,77.8,Meets
1050,1501,2023,87.6,82.2,81.7,80.3,84.2,83.7,Meets
1051,1501,2024,81.2,88.7,90.3,90.0,82.6,86.0,Exceeds
1052,1502,2024,78.8,78.5,69.9,69.9,84.0,76.4,Meets
1053,1503,2022,92.6,94.0,86.5,89.5,92.9,91.2,Outstanding
1054,1503,2023,88.2,84.3,78.6,76.2,81.3,82.7,Meets
1055,1503,2024,80.3,77.7,75.9,77.3,78.6,78.2,Meets
1056,1504,2024,95.7,96.7,100.0,100.0,95.3,97.3,Outstanding
1057,1505,2022,79.7,69.1,78.8,66.9,75.5,74.9,Needs Improvement
1058,1505,2023,81.5,90.0,94.1,86.8,81.2,86.5,Exceeds
1059,1505,2024,84.7,78.8,88.4,87.1,81.0,84.1,Meets
1060,1506,2022,82.2,82.3,78.0,83.7,91.1,82.9,Meets
1061,1506,2023,60.2,59.2,58.2,59.8,72.0,61.3,Needs Improvement
1062,1506,2024,95.3,86.3,87.8,89.4,94.5,91.0,Outstanding
1063,1508,2022,68.0,70.9,67.3,75.3,75.9,70.7,Needs Improvement
1064,1508,2023,82.9,78.8,82.4,84.4,79.3,81.7,Meets
1065,1508,2024,69.0,58.0,63.9,65.4,58.4,63.6,Needs Improvement
1066,1509,2023,83.5,74.3,75.9,81.6,76.6,78.8,Meets
1067,1509,2024,73.0,76.0,67.7,66.1,83.0,73.0,Needs Improvement
1068,1510,2023,81.2,82.8,85.7,76.7,91.5,83.3,Meets
1069,1510,2024,83.7,78.9,87.4,78.0,80.5,82.1,Meets
1070,1512,2022,95.4,90.1,85.3,89.7,84.8,89.9,Exceeds
1071,1512,2023,81.7,79.6,82.6,75.3,77.1,79.8,Meets
1072,1512,2024,84.0,82.2,73.9,71.4,85.3,79.9,Meets
1073,1513,2022,76.0,78.2,76.5,84.7,83.4,79.0,Meets
1074,1513,2023,74.4,81.9,75.3,76.3,79.3,77.1,Meets
1075,1513,2024,83.2,87.8,86.2,91.1,83.2,85.9,Exceeds
1076,1514,2022,97.7,87.1,88.6,91.8,96.4,92.7,Outstanding
1077,1514,2023,82.0,81.4,91.2,76.7,88.8,83.9,Meets
1078,1514,2024,94.3,81.4,89.4,83.9,91.4,88.7,Exceeds
1079,1515,2022,72.1,68.6,82.6,71.3,70.8,73.2,Needs Improvement
1080,1515,2023,82.5,74.4,83.6,75.6,73.0,78.6,Meets
1081,1515,2024,87.9,76.3,84.3,89.1,85.0,84.6,Meets
1082,1516,2023,85.7,78.6,76.3,83.2,85.5,82.0,Meets
1083,1516,2024,80.6,76.5,84.8,78.3,81.5,80.4,Meets
1084,1517,2023,78.1,79.5,83.1,86.6,89.2,82.3,Meets
1085,1517,2024,72.8,73.3,86.2,84.1,76.1,77.8,Meets
1086,1518,2023,69.0,75.6,69.7,76.1,76.7,72.7,Needs Improvement
1087,1518,2024,71.9,77.8,76.5,72.0,77.5,74.9,Needs Improvement
1088,1520,2022,98.7,91.8,100.0,100.0,94.0,97.1,Outstanding
1089,1520,2023,85.0,84.4,92.9,80.6,78.5,84.8,Meets
1090,1520,2024,83.1,73.2,77.3,83.1,73.8,78.6,Meets
1091,1521,2022,79.9,84.6,79.9,75.8,75.3,79.5,Meets
1092,1521,2023,81.8,75.7,85.5,72.3,75.4,78.9,Meets
1093,1521,2024,97.3,93.2,92.2,95.5,96.5,95.1,Outstanding
1094,1522,2022,87.9,81.8,82.3,80.8,94.5,85.5,Exceeds
1095,1522,2023,94.5,100.0,91.7,89.8,100.0,95.2,Outstanding
1096,1522,2024,91.1,84.7,79.9,77.0,83.9,84.4,Meets
1097,1523,2022,89.9,88.2,89.7,81.8,86.7,87.8,Exceeds
1098,1523,2023,98.4,89.1,84.8,97.7,93.0,92.9,Outstanding
1099,1523,2024,95.0,93.8,92.2,93.4,97.8,94.4,Outstanding
1100,1524,2023,100.0,100.0,88.7,92.2,91.3,95.3,Outstanding
1101,1524,2024,78.4,78.4,83.9,75.1,75.5,78.6,Meets
1102,1525,2024,68.5,72.3,67.9,71.9,78.8,71.2,Needs Improvement
1103,1526,2022,72.0,76.9,83.2,73.6,78.8,76.5,Meets
1104,1526,2023,60.7,57.6,56.8,58.1,57.6,58.4,Needs Improvement
1105,1526,2024,84.3,73.3,82.7,77.7,84.2,80.8,Meets
1106,1527,2022,71.0,69.8,72.6,69.5,65.6,70.0,Needs Improvement
1107,1527,2023,83.4,76.8,80.9,72.0,80.6,79.5,Meets
1108,1527,2024,97.4,93.4,98.8,98.5,100.0,97.4,Outstanding
1109,1528,2022,82.6,82.7,88.4,71.8,79.2,81.6,Meets
