attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_days,leave_days,attendance_rate
2381,1507,2024-08-01,21,20,1,1,0,95.24
2382,1507,2024-09-01,23,22,0,1,1,95.65
2383,1507,2024-10-01,23,21,1,4,1,91.3
2384,1507,2024-11-01,22,20,1,3,1,90.91
2385,1508,2024-06-01,20,19,0,0,1,95.0
2386,1508,2024-07-01,22,21,0,4,1,95.45
2387,1508,2024-08-01,21,19,2,3,0,90.48
2388,1508,2024-09-01,20,20,0,4,0,100.0
2389,1508,2024-10-01,21,18,3,1,0,85.71
2390,1508,2024-11-01,23,22,0,3,1,95.65
2391,1509,2024-06-01,21,20,0,2,1,95.24
2392,1509,2024-07-01,21,17,4,1,0,80.95
2393,1509,2024-08-01,21,19,0,0,2,90.48
2394,1509,2024-09-01,23,23,0,4,0,100.0
2395,1509,2024-10-01,21,21,0,1,0,100.0
2396,1509,2024-11-01,21,21,0,2,0,100.0
2397,1512,2024-06-01,22,22,0,0,0,100.0
2398,1512,2024-07-01,21,19,0,0,2,90.48
2399,1512,2024-08-01,22,20,0,4,2,90.91
2400,1512,2024-09-01,22,20,2,1,0,90.91
2401,1512,2024-10-01,21,21,0,1,0,100.0
2402,1512,2024-11-01,22,21,1,4,0,95.45
2403,1513,2024-06-01,23,21,0,0,2,91.3
2404,1513,2024-07-01,23,23,0,1,0,100.0
2405,1513,2024-08-01,23,21,1,1,1,91.3
2406,1513,2024-09-01,20,19,0,2,1,95.0
2407,1513,2024-10-01,22,22,0,3,0,100.0
2408,1513,2024-11-01,20,19,0,4,1,95.0
2409,1516,2024-06-01,23,22,1,1,0,95.65
2410,1516,2024-07-01,22,21,1,0,0,95.45
2411,1516,2024-08-01,21,19,1,0,1,90.48
2412,1516,2024-09-01,21,20,0,1,1,95.24
2413,1516,2024-10-01,21,21,0,0,0,100.0
2414,1516,2024-11-01,21,15,5,1,1,71.43
2415,1517,2024-06-01,23,22,0,2,1,95.65
2416,1517,2024-07-01,22,21,0,0,1,95.45
2417,1517,2024-08-01,22,22,0,1,0,100.0
2418,1517,2024-09-01,22,20,2,3,0,90.91
2419,1517,2024-10-01,20,18,0,4,2,90.0
2420,1517,2024-11-01,22,22,0,3,0,100.0
2421,1518,2024-06-01,22,21,0,0,1,95.45
2422,1518,2024-07-01,21,19,0,0,2,90.48
2423,1518,2024-08-01,21,21,0,4,0,100.0
2424,1518,2024-09-01,23,21,2,4,0,91.3
2425,1518,2024-10-01,22,21,0,1,1,95.45
2426,1518,2024-11-01,23,23,0,1,0,100.0
2427,1519,2024-10-01,23,23,0,0,0,100.0
2428,1519,2024-11-01,20,19,0,2,1,95.0
2429,1520,2024-06-01,22,21,0,2,1,95.45
2430,1520,2024-07-01,23,23,0,3,0,100.0
2431,1520,2024-08-01,23,22,0,4,1,95.65
2432,1520,2024-09-01,20,19,1,3,0,95.0
2433,1520,2024-10-01,23,21,0,4,2,91.3
2434,1520,2024-11-01,20,20,0,4,0,100.0
2435,1521,2024-06-01,21,19,0,0,2,90.48
2436,1521,2024-07-01,20,20,0,0,0,100.0
2437,1521,2024-08-01,23,23,0,2,0,100.0
2438,1521,2024-09-01,20,20,0,1,0,100.0
2439,1521,2024-10-01,20,20,0,0,0,100.0
2440,1521,2024-11-01,21,20,1,0,0,95.24
2441,1523,2024-06-01,21,21,0,1,0,100.0
2442,1523,2024-07-01,22,22,0,4,0,100.0
2443,1523,2024-08-01,20,18,1,2,1,90.0
2444,1523,2024-09-01,23,21,2,4,0,91.3
2445,1523,2024-10-01,21,20,0,0,1,95.24
2446,1523,2024-11-01,21,21,0,4,0,100.0
2447,1524,2024-06-01,23,21,2,0,0,91.3
2448,1524,2024-07-01,23,22,0,3,1,95.65
2449,1524,2024-08-01,23,23,0,4,0,100.0
2450,1524,2024-09-01,20,18,2,4,0,90.0
2451,1524,2024-10-01,22,21,1,3,0,95.45
2452,1524,2024-11-01,23,21,0,3,2,91.3
2453,1525,2024-06-01,22,21,0,0,1,95.45
2454,1525,2024-07-01,20,20,0,0,0,100.0
2455,1525,2024-08-01,22,22,0,1,0,100.0
2456,1525,2024-09-01,22,21,1,0,0,95.45
2457,1525,2024-10-01,20,18,2,4,0,90.0
2458,1525,2024-11-01,23,21,1,1,1,91.3
2459,1526,2024-06-01,21,17,2,3,2,80.95
2460,1526,2024-07-01,21,20,1,0,0,95.24
2461,1526,2024-08-01,22,22,0,1,0,100.0
2462,1526,2024-09-01,21,18,1,2,2,85.71
2463,1526,2024-10-01,21,19,1,3,1,90.48
2464,1526,2024-11-01,21,20,0,3,1,95.24
2465,1527,2024-06-01,22,21,1,3,0,95.45
2466,1527,2024-07-01,23,21,0,4,2,91.3
2467,1527,2024-08-01,22,21,1,2,0,95.45
2468,1527,2024-09-01,23,22,0,3,1,95.65
2469,1527,2024-10-01,22,22,0,3,0,100.0
2470,1527,2024-11-01,21,19,0,3,2,90.48
2471,1528,2024-06-01,23,21,1,3,1,91.3
2472,1528,2024-07-01,21,19,2,3,0,90.48
2473,1528,2024-08-01,23,22,1,2,0,95.65
2474,1528,2024-09-01,21,19,2,4,0,90.48
2475,1528,2024-10-01,20,20,0,0,0,100.0
2476,1528,2024-11-01,23,22,0,1,1,95.65
2477,1529,2024-06-01,20,18,2,3,0,90.0
2478,1529,2024-07-01,21,20,1,4,0,95.24
2479,1529,2024-08-01,23,23,0,1,0,100.0
2480,1529,2024-09-01,21,19,0,0,2,90.48
2481,1529,2024-10-01,21,19,2,1,0,90.48
2482,1529,2024-11-01,23,22,0,2,1,95.65
2483,1530,2024-06-01,22,20,1,2,1,90.91
2484,1530,2024-07-01,22,22,0,4,0,100.0
2485,1530,2024-08-01,23,23,0,2,0,100.0
2486,1530,2024-09-01,23,21,0,3,2,91.3
2487,1530,2024-10-01,20,20,0,3,0,100.0
2488,1530,2024-11-01,23,21,0,2,2,91.3
2489,1531,2024-06-01,21,19,1,0,1,90.48
2490,1531,2024-07-01,21,19,0,1,2,90.48
2491,1531,2024-08-01,21,21,0,1,0,100.0
2492,1531,2024-09-01,22,20,2,0,0,90.91
2493,1531,2024-10-01,23,22,0,0,1,95.65
2494,1531,2024-11-01,20,20,0,0,0,100.0
2495,1532,2024-06-01,21,21,0,4,0,100.0
2496,1532,2024-07-01,20,19,1,0,0,95.0
2497,1532,2024-08-01,21,20,1,1,0,95.24
2498,1532,2024-09-01,22,20,2,4,0,90.91
2499,1532,2024-10-01,21,20,1,4,0,95.24
2500,1532,2024-11-01,22,21,0,1,1,95.45
2501,1533,2024-06-01,21,19,1,0,1,90.48
2502,1533,2024-07-01,20,19,0,1,1,95.0
2503,1533,2024-08-01,20,16,4,0,0,80.0
2504,1533,2024-09-01,20,18,0,0,2,90.0
2505,1533,2024-10-01,21,19,1,3,1,90.48
2506,1533,2024-11-01,23,21,1,4,1,91.3
2507,1534,2024-06-01,21,18,2,1,1,85.71
2508,1534,2024-07-01,22,15,7,3,0,68.18
2509,1534,2024-08-01,22,21,0,4,1,95.45
2510,1534,2024-09-01,22,21,0,0,1,95.45
2511,1534,2024-10-01,23,21,2,4,0,91.3
2512,1534,2024-11-01,22,22,0,1,0,100.0
2513,1535,2024-06-01,20,19,0,3,1,95.0
2514,1535,2024-07-01,22,20,1,0,1,90.91
2515,1535,2024-08-01,22,16,4,2,2,72.73
2516,1535,2024-09-01,22,20,2,2,0,90.91
2517,1535,2024-10-01,20,20,0,3,0,100.0
2518,1535,2024-11-01,22,20,1,4,1,90.91
2519,1536,2024-06-01,23,22,0,2,1,95.65
2520,1536,2024-07-01,20,20,0,4,0,100.0
2521,1536,2024-08-01,21,21,0,1,0,100.0
2522,1536,2024-09-01,21,21,0,2,0,100.0
2523,1536,2024-10-01,22,20,1,2,1,90.91
2524,1536,2024-11-01,20,20,0,4,0,100.0
2525,1537,2024-06-01,22,21,0,3,1,95.45
2526,1537,2024-07-01,23,23,0,4,0,100.0
2527,1537,2024-08-01,23,22,0,1,1,95.65
2528,1537,2024-09-01,20,19,1,3,0,95.0
2529,1537,2024-10-01,21,20,0,1,1,95.24
2530,1537,2024-11-01,23,21,1,0,1,91.3
2531,1538,2024-06-01,20,19,0,1,1,95.0
2532,1538,2024-07-01,21,19,2,3,0,90.48
2533,1538,2024-08-01,23,23,0,3,0,100.0
2534,1538,2024-09-01,20,18,1,2,1,90.0
2535,1538,2024-10-01,22,18,2,0,2,81.82
2536,1538,2024-11-01,22,22,0,2,0,100.0
2537,1540,2024-09-01,22,22,0,2,0,100.0
2538,1540,2024-10-01,21,19,2,2,0,90.48
2539,1540,2024-11-01,23,19,4,4,0,82.61
2540,1541,2024-06-01,21,21,0,3,0,100.0
2541,1541,2024-07-01,22,20,0,3,2,90.91
2542,1541,2024-08-01,21,21,0,0,0,100.0
2543,1541,2024-09-01,22,21,1,3,0,95.45
2544,1541,2024-10-01,20,19,1,2,0,95.0
2545,1541,2024-11-01,20,18,2,0,0,90.0
2546,1542,2024-06-01,23,23,0,4,0,100.0
2547,1542,2024-07-01,22,22,0,0,0,100.0
2548,1542,2024-08-01,22,20,1,0,1,90.91
2549,1542,2024-09-01,21,21,0,4,0,100.0
2550,1542,2024-10-01,23,22,0,2,1,95.65
2551,1542,2024-11-01,21,19,0,3,2,90.48
2552,1543,2024-06-01,20,19,0,0,1,95.0
2553,1543,2024-07-01,23,23,0,4,0,100.0
2554,1543,2024-08-01,23,22,0,3,1,95.65
2555,1543,2024-09-01,21,21,0,3,0,100.0
2556,1543,2024-10-01,22,21,0,3,1,95.45
2557,1543,2024-11-01,23,20,1,2,2,86.96
2558,1544,2024-06-01,22,20,0,1,2,90.91
2559,1544,2024-07-01,22,21,0,2,1,95.45
2560,1544,2024-08-01,21,20,0,2,1,95.24
2561,1544,2024-09-01,22,22,0,2,0,100.0
2562,1544,2024-10-01,23,22,0,0,1,95.65
2563,1544,2024-11-01,20,19,0,1,1,95.0
2564,1546,2024-06-01,23,21,0,4,2,91.3
2565,1546,2024-07-01,20,19,1,3,0,95.0
2566,1546,2024-08-01,21,14,6,2,1,66.67
2567,1546,2024-09-01,23,23,0,2,0,100.0
2568,1546,2024-10-01,23,17,4,2,2,73.91
2569,1546,2024-11-01,21,21,0,2,0,100.0
2570,1547,2024-06-01,22,20,2,4,0,90.91
2571,1547,2024-07-01,21,21,0,0,0,100.0
2572,1547,2024-08-01,22,20,2,2,0,90.91
2573,1547,2024-09-01,22,20,0,1,2,90.91
2574,1547,2024-10-01,21,20,0,3,1,95.24
2575,1547,2024-11-01,22,21,0,3,1,95.45
2576,1548,2024-06-01,20,17,3,1,0,85.0
2577,1548,2024-07-01,20,17,3,1,0,85.0
2578,1548,2024-08-01,23,23,0,4,0,100.0
2579,1548,2024-09-01,20,18,1,2,1,90.0
2580,1548,2024-10-01,22,20,0,0,2,90.91
2581,1548,2024-11-01,23,23,0,3,0,100.0
2582,1549,2024-06-01,23,23,0,4,0,100.0
2583,1549,2024-07-01,22,22,0,0,0,100.0
2584,1549,2024-08-01,20,18,2,2,0,90.0
2585,1549,2024-09-01,21,20,0,4,1,95.24
2586,1549,2024-10-01,21,21,0,3,0,100.0
2587,1549,2024-11-01,23,23,0,1,0,100.0
2588,1550,2024-06-01,22,22,0,4,0,100.0
2589,1550,2024-07-01,20,18,2,3,0,90.0
2590,1550,2024-08-01,20,19,0,2,1,95.0
2591,1550,2024-09-01,23,19,3,4,1,82.61
2592,1550,2024-10-01,23,23,0,2,0,100.0
2593,1550,2024-11-01,20,20,0,1,0,100.0
2594,1551,2024-06-01,21,20,0,1,1,95.24
2595,1551,2024-07-01,22,21,1,0,0,95.45
2596,1551,2024-08-01,23,21,2,1,0,91.3
2597,1551,2024-09-01,23,22,1,3,0,95.65
2598,1551,2024-10-01,22,20,1,3,1,90.91
2599,1551,2024-11-01,21,21,0,3,0,100.0
2600,1552,2024-06-01,21,21,0,4,0,100.0
2601,1552,2024-07-01,23,16,6,4,1,69.57
2602,1552,2024-08-01,23,22,0,2,1,95.65
2603,1552,2024-09-01,20,17,1,4,2,85.0
2604,1552,2024-10-01,20,18,0,4,2,90.0
2605,1552,2024-11-01,22,22,0,4,0,100.0
2606,1553,2024-06-01,22,22,0,4,0,100.0
2607,1553,2024-07-01,23,21,0,3,2,91.3
2608,1553,2024-08-01,20,18,1,2,1,90.0
2609,1553,2024-09-01,22,20,0,0,2,90.91
2610,1553,2024-10-01,22,22,0,1,0,100.0
2611,1553,2024-11-01,20,20,0,4,0,100.0
2612,1554,2024-06-01,23,17,6,1,0,73.91
2613,1554,2024-07-01,23,18,5,0,0,78.26
2614,1554,2024-08-01,21,21,0,0,0,100.0
2615,1554,2024-09-01,22,21,0,3,1,95.45
2616,1554,2024-10-01,22,22,0,4,0,100.0
2617,1554,2024-11-01,22,21,0,1,1,95.45
2618,1555,2024-06-01,22,21,0,3,1,95.45
2619,1555,2024-07-01,23,23,0,4,0,100.0
2620,1555,2024-08-01,20,18,1,2,1,90.0
2621,1555,2024-09-01,22,21,1,0,0,95.45
2622,1555,2024-10-01,22,21,0,1,1,95.45
2623,1555,2024-11-01,21,19,0,3,2,90.48
2624,1556,2024-06-01,20,20,0,2,0,100.0
2625,1556,2024-07-01,23,23,0,4,0,100.0
2626,1556,2024-08-01,21,19,0,2,2,90.48
2627,1556,2024-09-01,20,19,0,1,1,95.0
2628,1556,2024-10-01,20,19,1,0,0,95.0
2629,1556,2024-11-01,22,20,2,3,0,90.91
2630,1557,2024-06-01,23,23,0,2,0,100.0
2631,1557,2024-07-01,22,22,0,2,0,100.0
2632,1557,2024-08-01,21,21,0,3,0,100.0
2633,1557,2024-09-01,21,20,1,3,0,95.24
2634,1557,2024-10-01,21,21,0,1,0,100.0
2635,1557,2024-11-01,21,21,0,0,0,100.0
2636,1558,2024-06-01,22,21,0,3,1,95.45
2637,1558,2024-07-01,23,23,0,4,0,100.0
2638,1558,2024-08-01,20,19,0,2,1,95.0
2639,1558,2024-09-01,20,18,2,0,0,90.0
2640,1558,2024-10-01,21,21,0,0,0,100.0
2641,1558,2024-11-01,20,19,1,1,0,95.0
2642,1559,2024-06-01,20,20,0,4,0,100.0
2643,1559,2024-07-01,20,18,2,2,0,90.0
2644,1559,2024-08-01,20,19,0,0,1,95.0
2645,1559,2024-09-01,20,19,0,4,1,95.0
2646,1559,2024-10-01,22,21,0,2,1,95.45
2647,1559,2024-11-01,22,21,1,3,0,95.45
2648,1560,2024-06-01,23,22,0,2,1,95.65
2649,1560,2024-07-01,22,21,0,1,1,95.45
2650,1560,2024-08-01,21,20,1,0,0,95.24
2651,1560,2024-09-01,21,20,1,3,0,95.24
2652,1560,2024-10-01,23,22,1,1,0,95.65
2653,1560,2024-11-01,21,20,1,4,0,95.24
2654,1561,2024-06-01,22,20,2,2,0,90.91
2655,1561,2024-07-01,23,18,5,0,0,78.26
2656,1561,2024-08-01,21,20,0,3,1,95.24
2657,1561,2024-09-01,21,20,1,2,0,95.24
2658,1561,2024-10-01,21,19,2,3,0,90.48
2659,1561,2024-11-01,21,21,0,2,0,100.0
2660,1562,2024-06-01,22,20,1,1,1,90.91
2661,1562,2024-07-01,22,21,0,3,1,95.45
2662,1562,2024-08-01,21,15,5,4,1,71.43
2663,1562,2024-09-01,22,21,0,2,1,95.45
2664,1562,2024-10-01,22,20,1,4,1,90.91
2665,1562,2024-11-01,20,18,0,4,2,90.0
2666,1564,2024-06-01,23,23,0,1,0,100.0
2667,1564,2024-07-01,23,22,0,0,1,95.65
2668,1564,2024-08-01,22,20,0,2,2,90.91
2669,1564,2024-09-01,21,19,0,1,2,90.48
2670,1564,2024-10-01,23,22,1,4,0,95.65
2671,1564,2024-11-01,20,20,0,3,0,100.0
2672,1565,2024-06-01,20,18,1,2,1,90.0
2673,1565,2024-07-01,22,22,0,2,0,100.0
2674,1565,2024-08-01,20,19,0,3,1,95.0
2675,1565,2024-09-01,20,18,0,4,2,90.0
2676,1565,2024-10-01,20,17,1,4,2,85.0
2677,1565,2024-11-01,23,21,1,0,1,91.3
2678,1566,2024-06-01,20,19,0,1,1,95.0
2679,1566,2024-07-01,20,19,1,2,0,95.0
2680,1566,2024-08-01,21,18,2,0,1,85.71
2681,1566,2024-09-01,20,19,0,4,1,95.0
2682,1566,2024-10-01,20,20,0,1,0,100.0
2683,1566,2024-11-01,23,23,0,0,0,100.0
2684,1568,2024-06-01,22,22,0,0,0,100.0
2685,1568,2024-07-01,21,21,0,0,0,100.0
2686,1568,2024-08-01,20,18,1,1,1,90.0
2687,1568,2024-09-01,21,20,0,4,1,95.24
2688,1568,2024-10-01,21,21,0,0,0,100.0
2689,1568,2024-11-01,21,19,0,4,2,90.48
2690,1569,2024-06-01,20,18,1,1,1,90.0
2691,1569,2024-07-01,20,20,0,0,0,100.0
2692,1569,2024-08-01,22,21,1,0,0,95.45
2693,1569,2024-09-01,20,19,0,3,1,95.0
2694,1569,2024-10-01,20,18,0,3,2,90.0
2695,1569,2024-11-01,21,19,1,2,1,90.48
2696,1570,2024-06-01,22,22,0,4,0,100.0
2697,1570,2024-07-01,20,20,0,2,0,100.0
2698,1570,2024-08-01,22,22,0,4,0,100.0
2699,1570,2024-09-01,23,23,0,2,0,100.0
2700,1570,2024-10-01,20,19,0,0,1,95.0
2701,1570,2024-11-01,23,22,0,3,1,95.65
2702,1571,2024-08-01,20,18,1,1,1,90.0
2703,1571,2024-09-01,22,20,0,0,2,90.91
2704,1571,2024-10-01,21,20,1,4,0,95.24
2705,1571,2024-11-01,22,22,0,1,0,100.0
2706,1572,2024-06-01,20,19,0,2,1,95.0
2707,1572,2024-07-01,22,20,1,2,1,90.91
2708,1572,2024-08-01,22,18,4,3,0,81.82
2709,1572,2024-09-01,23,21,2,1,0,91.3
2710,1572,2024-10-01,20,20,0,3,0,100.0
2711,1572,2024-11-01,23,23,0,4,0,100.0
2712,1573,2024-06-01,21,19,1,2,1,90.48
2713,1573,2024-07-01,22,22,0,4,0,100.0
2714,1573,2024-08-01,20,19,0,1,1,95.0
2715,1573,2024-09-01,20,20,0,1,0,100.0
2716,1573,2024-10-01,20,18,1,2,1,90.0
2717,1573,2024-11-01,21,20,1,0,0,95.24
2718,1575,2024-06-01,22,21,0,2,1,95.45
2719,1575,2024-07-01,22,22,0,1,0,100.0
2720,1575,2024-08-01,22,21,0,3,1,95.45
2721,1575,2024-09-01,21,19,1,4,1,90.48
2722,1575,2024-10-01,21,20,1,2,0,95.24
2723,1575,2024-11-01,20,20,0,3,0,100.0
2724,1576,2024-06-01,22,20,0,0,2,90.91
2725,1576,2024-07-01,21,20,0,0,1,95.24
2726,1576,2024-08-01,21,21,0,4,0,100.0
2727,1576,2024-09-01,23,21,1,2,1,91.3
2728,1576,2024-10-01,21,21,0,1,0,100.0
2729,1576,2024-11-01,20,15,5,1,0,75.0
2730,1577,2024-06-01,21,20,1,0,0,95.24
2731,1577,2024-07-01,21,19,1,1,1,90.48
2732,1577,2024-08-01,22,22,0,0,0,100.0
2733,1577,2024-09-01,20,19,0,3,1,95.0
2734,1577,2024-10-01,21,20,0,3,1,95.24
2735,1577,2024-11-01,22,22,0,2,0,100.0
2736,1578,2024-06-01,23,22,0,0,1,95.65
2737,1578,2024-07-01,23,22,0,0,1,95.65
2738,1578,2024-08-01,21,20,0,2,1,95.24
2739,1578,2024-09-01,22,22,0,3,0,100.0
2740,1578,2024-10-01,23,22,0,4,1,95.65
2741,1578,2024-11-01,22,22,0,1,0,100.0
2742,1579,2024-06-01,20,18,0,3,2,90.0
2743,1579,2024-07-01,20,19,0,1,1,95.0
2744,1579,2024-08-01,21,21,0,0,0,100.0
2745,1579,2024-09-01,20,19,0,0,1,95.0
2746,1579,2024-10-01,23,22,0,3,1,95.65
2747,1579,2024-11-01,23,18,3,2,2,78.26
2748,1580,2024-06-01,20,15,5,3,0,75.0
2749,1580,2024-07-01,22,21,0,2,1,95.45
2750,1580,2024-08-01,20,19,0,2,1,95.0
2751,1580,2024-09-01,20,20,0,0,0,100.0
2752,1580,2024-10-01,21,20,0,3,1,95.24
2753,1580,2024-11-01,21,21,0,2,0,100.0
2754,1582,2024-06-01,22,21,1,2,0,95.45
2755,1582,2024-07-01,21,21,0,4,0,100.0
2756,1582,2024-08-01,22,22,0,4,0,100.0
2757,1582,2024-09-01,23,21,1,3,1,91.3
2758,1582,2024-10-01,20,18,0,1,2,90.0
2759,1582,2024-11-01,21,20,0,0,1,95.24
2760,1583,2024-06-01,22,20,1,4,1,90.91
2761,1583,2024-07-01,21,21,0,1,0,100.0
2762,1583,2024-08-01,20,18,0,1,2,90.0
2763,1583,2024-09-01,23,22,0,1,1,95.65
2764,1583,2024-10-01,20,20,0,0,0,100.0
2765,1583,2024-11-01,23,21,1,3,1,91.3
2766,1586,2024-06-01,22,21,0,4,1,95.45
2767,1586,2024-07-01,23,22,1,1,0,95.65
2768,1586,2024-08-01,20,18,2,0,0,90.0
2769,1586,2024-09-01,23,22,1,4,0,95.65
2770,1586,2024-10-01,21,19,1,0,1,90.48
2771,1586,2024-11-01,23,21,2,2,0,91.3
2772,1587,2024-06-01,21,19,0,3,2,90.48
2773,1587,2024-07-01,22,22,0,2,0,100.0
2774,1587,2024-08-01,20,18,0,4,2,90.0
2775,1587,2024-09-01,22,20,0,4,2,90.91
2776,1587,2024-10-01,22,22,0,3,0,100.0
2777,1587,2024-11-01,22,22,0,1,0,100.0
2778,1588,2024-06-01,21,20,1,2,0,95.24
2779,1588,2024-07-01,22,22,0,4,0,100.0
2780,1588,2024-08-01,22,20,0,1,2,90.91
2781,1588,2024-09-01,23,20,3,1,0,86.96
2782,1588,2024-10-01,22,21,1,0,0,95.45
2783,1588,2024-11-01,20,15,3,4,2,75.0
2784,1589,2024-06-01,21,21,0,1,0,100.0
2785,1589,2024-07-01,22,20,0,4,2,90.91
2786,1589,2024-08-01,23,22,1,0,0,95.65
2787,1589,2024-09-01,22,19,3,4,0,86.36
2788,1589,2024-10-01,23,23,0,1,0,100.0
2789,1589,2024-11-01,22,21,0,0,1,95.45
2790,1590,2024-06-01,21,19,2,3,0,90.48
2791,1590,2024-07-01,22,20,0,1,2,90.91
2792,1590,2024-08-01,21,19,0,2,2,90.48
2793,1590,2024-09-01,23,21,0,0,2,91.3
2794,1590,2024-10-01,23,21,0,2,2,91.3
2795,1590,2024-11-01,20,20,0,1,0,100.0
2796,1591,2024-08-01,22,22,0,4,0,100.0
2797,1591,2024-09-01,21,21,0,3,0,100.0
2798,1591,2024-10-01,21,21,0,1,0,100.0
2799,1591,2024-11-01,23,23,0,0,0,100.0
2800,1592,2024-06-01,20,18,0,3,2,90.0
2801,1592,2024-07-01,20,19,1,3,0,95.0
2802,1592,2024-08-01,21,19,1,3,1,90.48
2803,1592,2024-09-01,22,20,1,0,1,90.91
2804,1592,2024-10-01,20,19,0,0,1,95.0
2805,1592,2024-11-01,22,20,1,4,1,90.91
2806,1593,2024-06-01,21,19,0,2,2,90.48
2807,1593,2024-07-01,23,23,0,3,0,100.0
2808,1593,2024-08-01,22,21,0,3,1,95.45
2809,1593,2024-09-01,22,22,0,4,0,100.0
2810,1593,2024-10-01,23,23,0,1,0,100.0
2811,1593,2024-11-01,20,19,1,4,0,95.0
2812,1594,2024-06-01,21,19,2,1,0,90.48
2813,1594,2024-07-01,23,21,1,3,1,91.3
2814,1594,2024-08-01,22,20,2,3,0,90.91
2815,1594,2024-09-01,21,19,2,1,0,90.48
2816,1594,2024-10-01,23,20,1,3,2,86.96
2817,1594,2024-11-01,22,20,2,3,0,90.91
2818,1595,2024-06-01,22,22,0,1,0,100.0
2819,1595,2024-07-01,20,19,0,2,1,95.0
2820,1595,2024-08-01,22,21,0,1,1,95.45
2821,1595,2024-09-01,23,23,0,1,0,100.0
2822,1595,2024-10-01,20,18,2,1,0,90.0
2823,1595,2024-11-01,21,21,0,1,0,100.0
2824,1596,2024-06-01,20,14,4,4,2,70.0
2825,1596,2024-07-01,21,20,0,4,1,95.24
2826,1596,2024-08-01,23,21,0,1,2,91.3
2827,1596,2024-09-01,23,23,0,1,0,100.0
2828,1596,2024-10-01,21,20,0,4,1,95.24
2829,1596,2024-11-01,21,19,1,2,1,90.48
2830,1597,2024-06-01,20,18,2,4,0,90.0
2831,1597,2024-07-01,21,21,0,1,0,100.0
2832,1597,2024-08-01,21,19,1,2,1,90.48
2833,1597,2024-09-01,23,21,2,4,0,91.3
2834,1597,2024-10-01,22,16,4,2,2,72.73
2835,1597,2024-11-01,20,20,0,4,0,100.0
2836,1599,2024-06-01,21,21,0,4,0,100.0
2837,1599,2024-07-01,23,21,2,4,0,91.3
2838,1599,2024-08-01,21,19,2,0,0,90.48
2839,1599,2024-09-01,21,19,2,1,0,90.48
2840,1599,2024-10-01,21,21,0,3,0,100.0
2841,1599,2024-11-01,21,20,1,2,0,95.24
2842,1601,2024-06-01,20,18,1,0,1,90.0
2843,1601,2024-07-01,22,21,1,2,0,95.45
2844,1601,2024-08-01,20,18,2,0,0,90.0
2845,1601,2024-09-01,23,21,0,2,2,91.3
2846,1601,2024-10-01,21,19,2,1,0,90.48
2847,1601,2024-11-01,21,14,6,4,1,66.67
2848,1603,2024-06-01,22,20,0,1,2,90.91
2849,1603,2024-07-01,21,18,1,4,2,85.71
2850,1603,2024-08-01,20,19,1,1,0,95.0
2851,1603,2024-09-01,21,21,0,3,0,100.0
2852,1603,2024-10-01,22,21,0,1,1,95.45
2853,1603,2024-11-01,20,19,0,0,1,95.0
2854,1604,2024-06-01,20,18,2,2,0,90.0
2855,1604,2024-07-01,22,21,1,3,0,95.45
2856,1604,2024-08-01,22,20,1,0,1,90.91
2857,1604,2024-09-01,23,21,1,3,1,91.3
2858,1604,2024-10-01,23,19,2,1,2,82.61
2859,1604,2024-11-01,21,19,2,2,0,90.48
2860,1605,2024-07-01,23,21,2,0,0,91.3
2861,1605,2024-08-01,22,20,0,3,2,90.91
2862,1605,2024-09-01,21,21,0,0,0,100.0
2863,1605,2024-10-01,20,20,0,1,0,100.0
2864,1605,2024-11-01,22,15,5,3,2,68.18
2865,1607,2024-06-01,21,20,1,3,0,95.24
2866,1607,2024-07-01,22,22,0,3,0,100.0
2867,1607,2024-08-01,23,21,0,4,2,91.3
2868,1607,2024-09-01,23,22,0,4,1,95.65
2869,1607,2024-10-01,23,21,1,1,1,91.3
2870,1607,2024-11-01,20,18,1,2,1,90.0
2871,1608,2024-06-01,20,17,1,2,2,85.0
2872,1608,2024-07-01,20,17,1,1,2,85.0
2873,1608,2024-08-01,22,20,2,1,0,90.91
2874,1608,2024-09-01,20,20,0,3,0,100.0
2875,1608,2024-10-01,23,22,1,2,0,95.65
2876,1608,2024-11-01,21,19,0,0,2,90.48
2877,1610,2024-06-01,20,19,1,2,0,95.0
2878,1610,2024-07-01,22,22,0,0,0,100.0
2879,1610,2024-08-01,22,20,0,2,2,90.91
2880,1610,2024-09-01,20,20,0,1,0,100.0
2881,1610,2024-10-01,20,19,1,0,0,95.0
2882,1610,2024-11-01,23,22,0,1,1,95.65
2883,1611,2024-07-01,23,23,0,4,0,100.0
2884,1611,2024-08-01,22,22,0,1,0,100.0
2885,1611,2024-09-01,22,22,0,0,0,100.0
2886,1611,2024-10-01,20,18,1,0,1,90.0
2887,1611,2024-11-01,20,20,0,4,0,100.0
2888,1614,2024-06-01,21,21,0,1,0,100.0
2889,1614,2024-07-01,23,23,0,2,0,100.0
2890,1614,2024-08-01,23,21,0,1,2,91.3
2891,1614,2024-09-01,21,20,1,2,0,95.24
2892,1614,2024-10-01,20,19,1,2,0,95.0
2893,1614,2024-11-01,22,20,1,4,1,90.91
2894,1615,2024-06-01,20,18,0,4,2,90.0
2895,1615,2024-07-01,21,20,0,2,1,95.24
2896,1615,2024-08-01,23,21,1,2,1,91.3
