training_id,employee_id,training_name,training_category,training_date,training_score,certification_status
791,1331,Workplace Safety,Compliance,2023-05-10,72.1,Certified
792,1331,Presentation Mastery,Soft Skills,2025-04-13,75.5,Certified
793,1331,Data Privacy Essentials,Compliance,2025-07-29,72.5,Certified
794,1333,Leading Through Change,Leadership,2024-03-24,75.6,Certified
795,1333,HR Business Partnering,Leadership,2023-10-19,82.9,Certified
796,1333,Presentation Mastery,Soft Skills,2023-11-27,89.0,Certified
797,1335,Machine Learning Operations,Technical,2024-02-23,78.9,Certified
798,1335,Workplace Safety,Compliance,2025-05-30,99.0,Certified
799,1335,Data Visualization with BI Tools,Technical,2025-10-01,73.1,Certified
800,1336,Workplace Safety,Compliance,2023-09-10,68.5,Not Certified
801,1337,Advanced System Design,Technical,2025-06-16,86.9,Certified
802,1337,Time Management,Soft Skills,2024-09-19,97.7,Certified
803,1337,Coaching for Managers,Leadership,2024-08-07,88.5,Certified
804,1337,Leading Through Change,Leadership,2025-04-10,79.6,In Progress
805,1337,Data Visualization with BI Tools,Technical,2024-08-31,84.8,Certified
806,1338,Advanced System Design,Technical,2024-07-27,86.3,In Progress
807,1338,Data Privacy Essentials,Compliance,2024-05-31,70.8,In Progress
808,1339,Data Privacy Essentials,Compliance,2023-07-14,82.8,In Progress
809,1339,Cloud Architecture Fundamentals,Technical,2023-02-18,63.5,Not Certified
810,1339,Effective Communication,Soft Skills,2024-04-11,86.1,In Progress
811,1340,Negotiation Skills,Soft Skills,2025-05-15,87.0,In Progress
812,1341,Advanced System Design,Technical,2024-11-04,70.1,In Progress
813,1341,Workplace Safety,Compliance,2025-08-10,73.5,Certified
814,1342,Advanced System Design,Technical,2024-12-03,78.0,Certified
815,1342,Time Management,Soft Skills,2024-11-08,78.0,Certified
816,1344,Workplace Safety,Compliance,2024-12-03,77.0,Certified
817,1344,Coaching for Managers,Leadership,2024-12-28,98.0,Certified
818,1344,Cloud Architecture Fundamentals,Technical,2024-12-07,91.0,Certified
819,1345,Coaching for Managers,Leadership,2023-01-17,85.6,Certified
820,1345,Leading Through Change,Leadership,2024-09-28,87.5,Certified
821,1345,Cloud Architecture Fundamentals,Technical,2024-03-11,80.9,Certified
822,1345,Anti-Bribery & Compliance,Compliance,2023-05-04,85.0,In Progress
823,1345,Data Privacy Essentials,Compliance,2024-08-21,89.9,Certified
824,1346,Time Management,Soft Skills,2023-10-12,85.6,Certified
825,1346,Effective Communication,Soft Skills,2025-01-03,84.2,Certified
826,1346,Anti-Bribery & Compliance,Compliance,2024-11-17,75.4,In Progress
827,1348,Data Privacy Essentials,Compliance,2025-02-22,89.1,Certified
828,1348,HR Business Partnering,Leadership,2024-12-08,82.3,Certified
829,1349,Advanced System Design,Technical,2023-05-26,81.6,In Progress
830,1349,Leading Through Change,Leadership,2024-06-18,74.7,In Progress
831,1349,Data Visualization with BI Tools,Technical,2023-02-04,84.3,Certified
832,1350,Effective Communication,Soft Skills,2025-03-27,92.9,Certified
833,1350,Presentation Mastery,Soft Skills,2024-04-04,82.9,In Progress
834,1350,Advanced System Design,Technical,2023-03-08,84.3,Certified
835,1350,Leading Through Change,Leadership,2024-02-02,83.8,Certified
836,1351,Data Privacy Essentials,Compliance,2025-04-27,72.3,Certified
837,1351,Anti-Bribery & Compliance,Compliance,2023-08-18,90.4,Certified
838,1352,Presentation Mastery,Soft Skills,2023-04-25,78.1,Certified
839,1352,Data Privacy Essentials,Compliance,2023-11-14,77.1,Certified
840,1354,Anti-Bribery & Compliance,Compliance,2025-06-10,99.0,Certified
841,1354,Data Visualization with BI Tools,Technical,2025-04-28,91.2,Certified
842,1355,Leading Through Change,Leadership,2024-11-30,74.0,Certified
843,1355,Data Privacy Essentials,Compliance,2025-03-08,86.8,In Progress
844,1355,Data Visualization with BI Tools,Technical,2024-03-09,79.4,Certified
845,1355,Advanced System Design,Technical,2024-03-11,77.0,In Progress
846,1355,Coaching for Managers,Leadership,2024-11-13,83.9,Certified
847,1356,Coaching for Managers,Leadership,2024-07-31,55.8,In Progress
848,1356,Anti-Bribery & Compliance,Compliance,2024-04-04,85.2,Certified
849,1357,Effective Communication,Soft Skills,2024-05-07,82.5,In Progress
850,1357,Time Management,Soft Skills,2023-12-29,82.4,Certified
851,1357,Leading Through Change,Leadership,2023-12-03,88.6,Certified
852,1357,HR Business Partnering,Leadership,2023-01-27,81.0,Certified
853,1358,Leading Through Change,Leadership,2024-05-11,77.5,Certified
854,1358,Time Management,Soft Skills,2025-02-13,81.2,Certified
855,1358,Presentation Mastery,Soft Skills,2023-02-17,76.2,Certified
856,1359,Cloud Architecture Fundamentals,Technical,2023-01-17,89.0,Certified
857,1359,HR Business Partnering,Leadership,2025-03-19,82.9,Certified
858,1360,Time Management,Soft Skills,2023-04-30,78.7,Certified
859,1360,HR Business Partnering,Leadership,2024-03-14,80.9,Certified
860,1361,Presentation Mastery,Soft Skills,2024-10-06,82.7,Certified
861,1361,Machine Learning Operations,Technical,2024-10-25,75.7,Certified
862,1361,Time Management,Soft Skills,2023-01-18,87.8,Certified
863,1361,Leading Through Change,Leadership,2023-02-16,79.6,Certified
864,1363,HR Business Partnering,Leadership,2025-08-29,73.7,Certified
865,1363,Leading Through Change,Leadership,2024-10-03,75.3,Certified
866,1363,Data Privacy Essentials,Compliance,2023-01-24,73.8,In Progress
867,1363,Presentation Mastery,Soft Skills,2025-08-07,68.0,Not Certified
868,1364,HR Business Partnering,Leadership,2023-12-07,91.4,Certified
869,1364,Workplace Safety,Compliance,2025-07-31,75.2,Certified
870,1364,Presentation Mastery,Soft Skills,2025-03-18,84.9,Certified
871,1365,Data Visualization with BI Tools,Technical,2023-11-08,74.4,Certified
872,1365,Data Privacy Essentials,Compliance,2023-11-30,87.3,Certified
873,1365,Presentation Mastery,Soft Skills,2024-05-11,84.4,Certified
874,1367,Data Visualization with BI Tools,Technical,2025-06-11,64.3,In Progress
875,1367,Leading Through Change,Leadership,2024-10-24,78.8,Certified
876,1367,Machine Learning Operations,Technical,2024-02-16,78.0,In Progress
877,1369,Negotiation Skills,Soft Skills,2024-01-01,83.7,Certified
878,1369,Workplace Safety,Compliance,2024-08-28,69.2,Not Certified
879,1369,Advanced System Design,Technical,2023-10-07,92.5,Certified
880,1370,Presentation Mastery,Soft Skills,2024-05-22,75.1,In Progress
881,1370,Effective Communication,Soft Skills,2023-11-05,71.6,Certified
882,1370,Data Privacy Essentials,Compliance,2024-12-04,70.7,Certified
883,1371,Machine Learning Operations,Technical,2023-08-04,92.0,In Progress
884,1371,Effective Communication,Soft Skills,2024-05-24,85.3,Certified
885,1371,Anti-Bribery & Compliance,Compliance,2025-06-27,90.9,Certified
886,1372,Coaching for Managers,Leadership,2023-08-17,64.4,Not Certified
887,1372,Data Privacy Essentials,Compliance,2024-01-24,86.5,Certified
888,1373,Negotiation Skills,Soft Skills,2024-01-09,78.4,Certified
889,1373,Cloud Architecture Fundamentals,Technical,2023-09-25,89.4,Certified
890,1373,Data Privacy Essentials,Compliance,2024-01-30,84.6,In Progress
891,1374,Leading Through Change,Leadership,2023-05-11,85.7,Certified
892,1374,Anti-Bribery & Compliance,Compliance,2024-02-17,77.8,In Progress
893,1374,Data Visualization with BI Tools,Technical,2025-02-27,74.7,Certified
894,1374,Machine Learning Operations,Technical,2025-03-16,77.1,Certified
895,1374,Cloud Architecture Fundamentals,Technical,2025-08-08,82.6,Certified
896,1375,Effective Communication,Soft Skills,2024-05-15,65.3,In Progress
897,1375,Negotiation Skills,Soft Skills,2024-10-08,81.6,Certified
898,1376,Data Privacy Essentials,Compliance,2024-04-22,84.2,Certified
899,1376,Workplace Safety,Compliance,2025-02-15,91.6,Certified
900,1376,Anti-Bribery & Compliance,Compliance,2025-03-03,75.4,Certified
901,1378,Coaching for Managers,Leadership,2023-09-29,85.9,Certified
902,1378,Advanced System Design,Technical,2024-04-03,79.0,Certified
903,1380,Advanced System Design,Technical,2024-03-16,81.7,Certified
904,1380,HR Business Partnering,Leadership,2023-10-18,85.8,Certified
905,1381,Negotiation Skills,Soft Skills,2025-01-15,70.5,Certified
906,1381,Presentation Mastery,Soft Skills,2023-09-21,73.7,Certified
907,1381,Data Privacy Essentials,Compliance,2025-05-05,92.2,Certified
908,1381,Time Management,Soft Skills,2025-08-12,88.2,Certified
909,1381,Cloud Architecture Fundamentals,Technical,2023-09-18,80.9,Certified
910,1382,Anti-Bribery & Compliance,Compliance,2024-09-09,73.1,Certified
911,1382,Coaching for Managers,Leadership,2024-03-30,85.7,Certified
912,1382,Cloud Architecture Fundamentals,Technical,2024-08-31,91.4,Certified
913,1383,Leading Through Change,Leadership,2024-11-17,90.7,In Progress
914,1383,Effective Communication,Soft Skills,2023-01-03,96.7,In Progress
915,1384,Anti-Bribery & Compliance,Compliance,2025-05-15,78.9,Certified
916,1384,HR Business Partnering,Leadership,2023-01-04,75.8,Certified
917,1384,Negotiation Skills,Soft Skills,2023-07-14,84.5,Certified
918,1385,HR Business Partnering,Leadership,2023-12-28,73.8,Certified
919,1385,Cloud Architecture Fundamentals,Technical,2023-05-27,80.2,Certified
920,1386,Coaching for Managers,Leadership,2024-06-30,84.9,Certified
921,1386,Effective Communication,Soft Skills,2023-12-19,81.8,Certified
922,1386,Cloud Architecture Fundamentals,Technical,2025-05-12,86.1,Certified
923,1386,Machine Learning Operations,Technical,2025-08-10,93.8,Certified
924,1387,Negotiation Skills,Soft Skills,2025-03-02,82.7,Certified
925,1388,Anti-Bribery & Compliance,Compliance,2024-06-06,77.9,Certified
926,1389,Negotiation Skills,Soft Skills,2024-04-27,88.5,Certified
927,1389,Data Privacy Essentials,Compliance,2023-11-11,89.2,Certified
928,1389,Cloud Architecture Fundamentals,Technical,2024-12-09,85.5,Certified
929,1389,Advanced System Design,Technical,2024-05-15,76.0,Certified
930,1389,Anti-Bribery & Compliance,Compliance,2025-01-20,72.0,Certified
931,1390,Cloud Architecture Fundamentals,Technical,2023-05-09,76.3,In Progress
932,1390,Coaching for Managers,Leadership,2024-04-02,83.8,In Progress
933,1390,Anti-Bribery & Compliance,Compliance,2024-03-20,89.3,Certified
934,1390,Presentation Mastery,Soft Skills,2025-07-22,77.7,Certified
935,1391,Data Privacy Essentials,Compliance,2024-07-04,68.5,In Progress
936,1391,Machine Learning Operations,Technical,2024-10-17,74.5,In Progress
937,1392,Time Management,Soft Skills,2023-10-02,73.5,Certified
938,1392,HR Business Partnering,Leadership,2025-03-17,61.9,Not Certified
939,1392,Workplace Safety,Compliance,2024-10-14,89.5,Certified
940,1393,Cloud Architecture Fundamentals,Technical,2024-12-27,85.7,Certified
941,1393,Effective Communication,Soft Skills,2025-07-20,90.2,Certified
942,1393,Coaching for Managers,Leadership,2023-08-24,63.1,In Progress
943,1393,Time Management,Soft Skills,2024-10-23,75.1,In Progress
944,1394,Time Management,Soft Skills,2023-07-15,86.7,Certified
945,1394,Cloud Architecture Fundamentals,Technical,2025-06-14,85.7,Certified
946,1395,Anti-Bribery & Compliance,Compliance,2023-12-16,83.9,Certified
947,1396,Advanced System Design,Technical,2023-07-13,90.8,Certified
948,1397,Negotiation Skills,Soft Skills,2025-03-25,76.8,Certified
949,1398,Effective Communication,Soft Skills,2023-06-11,76.8,Certified
950,1398,Machine Learning Operations,Technical,2024-03-09,85.9,Certified
951,1398,Data Privacy Essentials,Compliance,2025-06-11,83.8,Certified
952,1398,Advanced System Design,Technical,2024-05-27,84.1,Certified
953,1398,Time Management,Soft Skills,2025-09-04,69.9,In Progress
954,1399,Machine Learning Operations,Technical,2023-10-10,79.8,Certified
955,1400,Negotiation Skills,Soft Skills,2023-09-09,78.6,In Progress
956,1400,Data Visualization with BI Tools,Technical,2025-04-08,81.0,Certified
957,1400,Workplace Safety,Compliance,2023-01-23,88.0,Certified
958,1400,Anti-Bribery & Compliance,Compliance,2025-03-04,85.6,In Progress
959,1401,Data Privacy Essentials,Compliance,2023-12-28,85.3,In Progress
960,1401,Coaching for Managers,Leadership,2023-10-24,77.2,Certified
961,1402,Cloud Architecture Fundamentals,Technical,2023-11-15,91.9,Certified
962,1402,Coaching for Managers,Leadership,2024-07-19,75.9,In Progress
963,1403,Cloud Architecture Fundamentals,Technical,2025-06-08,93.0,Certified
964,1403,Presentation Mastery,Soft Skills,2025-09-11,90.5,In Progress
965,1403,Leading Through Change,Leadership,2023-12-12,69.9,Not Certified
966,1405,Machine Learning Operations,Technical,2023-02-03,67.2,In Progress
967,1405,Advanced System Design,Technical,2025-08-03,96.2,In Progress
968,1406,Coaching for Managers,Leadership,2023-02-08,89.5,Certified
969,1406,Cloud Architecture Fundamentals,Technical,2023-07-08,71.9,Certified
970,1406,Effective Communication,Soft Skills,2024-06-27,77.7,In Progress
971,1407,Leading Through Change,Leadership,2025-02-20,87.5,Certified
972,1407,Advanced System Design,Technical,2024-07-24,81.3,In Progress
973,1408,Negotiation Skills,Soft Skills,2023-02-25,76.6,Certified
974,1408,Cloud Architecture Fundamentals,Technical,2023-03-26,84.0,In Progress
975,1408,Machine Learning Operations,Technical,2023-07-19,93.9,Certified
976,1408,HR Business Partnering,Leadership,2024-09-09,75.8,Certified
977,1408,Advanced System Design,Technical,2023-12-16,85.6,Certified
978,1409,Effective Communication,Soft Skills,2025-03-26,79.1,In Progress
979,1409,Negotiation Skills,Soft Skills,2024-10-29,82.9,Certified
980,1409,Coaching for Managers,Leadership,2024-05-19,82.2,Certified
981,1409,Cloud Architecture Fundamentals,Technical,2024-09-30,78.7,In Progress
982,1410,Data Privacy Essentials,Compliance,2023-03-06,96.6,Certified
983,1410,Presentation Mastery,Soft Skills,2025-06-30,83.1,Certified
984,1411,Cloud Architecture Fundamentals,Technical,2023-06-27,90.8,Certified
985,1411,Presentation Mastery,Soft Skills,2025-09-14,87.8,Certified
986,1412,HR Business Partnering,Leadership,2024-07-17,88.6,Certified
987,1412,Advanced System Design,Technical,2024-05-16,75.8,Certified
988,1412,Machine Learning Operations,Technical,2023-10-26,67.8,In Progress
989,1412,Presentation Mastery,Soft Skills,2025-03-17,82.3,In Progress
990,1413,Workplace Safety,Compliance,2024-07-13,85.4,In Progress
991,1413,HR Business Partnering,Leadership,2025-01-24,90.6,Certified
992,1414,Time Management,Soft Skills,2024-05-04,84.9,Certified
993,1414,Coaching for Managers,Leadership,2024-10-25,86.1,Certified
994,1414,Data Visualization with BI Tools,Technical,2023-10-14,75.7,Certified
995,1414,Presentation Mastery,Soft Skills,2024-07-06,85.6,Certified
996,1414,Negotiation Skills,Soft Skills,2024-01-05,75.7,In Progress
997,1416,Anti-Bribery & Compliance,Compliance,2023-04-29,80.0,Certified
998,1416,Effective Communication,Soft Skills,2025-03-19,80.2,In Progress
999,1416,Presentation Mastery,Soft Skills,2025-03-23,88.9,Certified
1000,1416,Advanced System Design,Technical,2025-02-23,90.9,Certified
1001,1417,Workplace Safety,Compliance,2023-08-31,75.5,Certified
1002,1417,Effective Communication,Soft Skills,2025-04-05,82.0,Certified
1003,1418,Negotiation Skills,Soft Skills,2023-11-16,81.6,Certified
1004,1418,Coaching for Managers,Leadership,2023-02-01,85.9,In Progress
1005,1418,Workplace Safety,Compliance,2025-08-01,91.3,Certified
1006,1418,Time Management,Soft Skills,2023-12-01,88.0,Certified
1007,1419,Presentation Mastery,Soft Skills,2025-04-08,86.4,Certified
1008,1420,Advanced System Design,Technical,2025-01-31,80.1,In Progress
1009,1420,Negotiation Skills,Soft Skills,2025-05-07,79.8,In Progress
1010,1420,Workplace Safety,Compliance,2023-08-25,95.3,Certified
1011,1420,Data Visualization with BI Tools,Technical,2025-07-14,84.6,Certified
1012,1420,Machine Learning Operations,Technical,2023-07-14,84.4,Certified
1013,1421,Machine Learning Operations,Technical,2024-09-08,69.9,Not Certified
1014,1422,HR Business Partnering,Leadership,2023-12-09,83.9,Certified
1015,1422,Leading Through Change,Leadership,2023-01-30,82.8,Certified
1016,1422,Anti-Bribery & Compliance,Compliance,2024-09-04,71.1,Certified
1017,1422,Presentation Mastery,Soft Skills,2024-02-27,83.0,Certified
1018,1423,Time Management,Soft Skills,2023-06-11,81.3,Certified
1019,1423,Presentation Mastery,Soft Skills,2024-09-04,91.1,Certified
1020,1423,Data Visualization with BI Tools,Technical,2023-03-31,55.6,In Progress
1021,1423,Negotiation Skills,Soft Skills,2023-07-06,73.6,Certified
1022,1424,Data Visualization with BI Tools,Technical,2023-06-03,83.5,Certified
1023,1425,Time Management,Soft Skills,2024-02-29,78.4,In Progress
1024,1425,Data Privacy Essentials,Compliance,2025-01-30,82.5,Certified
1025,1425,Coaching for Managers,Leadership,2025-09-17,77.7,Certified
1026,1426,Anti-Bribery & Compliance,Compliance,2024-03-30,84.2,In Progress
1027,1427,Negotiation Skills,Soft Skills,2023-03-29,81.2,In Progress
1028,1428,Data Visualization with BI Tools,Technical,2024-12-31,84.3,Certified
1029,1428,Cloud Architecture Fundamentals,Technical,2024-12-11,69.9,In Progress
1030,1429,Time Management,Soft Skills,2023-11-20,82.3,Certified
1031,1429,Leading Through Change,Leadership,2024-02-15,63.1,Not Certified
1032,1429,Cloud Architecture Fundamentals,Technical,2023-04-12,78.8,Certified
1033,1429,Coaching for Managers,Leadership,2023-04-06,78.3,Certified
1034,1431,HR Business Partnering,Leadership,2023-06-10,82.5,Certified
1035,1432,Time Management,Soft Skills,2025-09-16,56.4,In Progress
1036,1433,Data Visualization with BI Tools,Technical,2024-03-30,81.9,Certified
1037,1433,Machine Learning Operations,Technical,2023-04-05,93.7,Certified
1038,1434,Advanced System Design,Technical,2024-09-03,87.9,In Progress
1039,1434,Negotiation Skills,Soft Skills,2024-11-01,74.5,Certified
1040,1434,Coaching for Managers,Leadership,2024-07-09,97.6,Certified
1041,1435,Effective Communication,Soft Skills,2024-10-27,82.3,Certified
1042,1435,Advanced System Design,Technical,2025-08-13,82.9,Certified
1043,1436,Machine Learning Operations,Technical,2023-04-27,85.7,Certified
1044,1436,Anti-Bribery & Compliance,Compliance,2024-11-19,82.7,Certified
1045,1437,Data Visualization with BI Tools,Technical,2024-04-10,66.5,Not Certified
1046,1438,Data Visualization with BI Tools,Technical,2024-04-26,78.8,Certified
1047,1439,Leading Through Change,Leadership,2024-11-12,84.9,Certified
1048,1439,Coaching for Managers,Leadership,2023-10-25,82.2,Certified
1049,1439,HR Business Partnering,Leadership,2024-12-27,90.6,Certified
1050,1440,Anti-Bribery & Compliance,Compliance,2023-05-06,71.0,Certified
1051,1440,Data Privacy Essentials,Compliance,2025-02-19,76.3,Certified
1052,1440,Cloud Architecture Fundamentals,Technical,2023-11-07,85.1,Certified
1053,1440,HR Business Partnering,Leadership,2025-05-06,94.2,Certified
1054,1441,Anti-Bribery & Compliance,Compliance,2025-06-17,78.9,Certified
1055,1442,Coaching for Managers,Leadership,2023-05-10,86.2,Certified
1056,1443,Presentation Mastery,Soft Skills,2024-10-21,80.4,Certified
1057,1444,HR Business Partnering,Leadership,2025-07-31,81.3,In Progress
1058,1444,Cloud Architecture Fundamentals,Technical,2024-02-14,67.7,In Progress
1059,1446,Workplace Safety,Compliance,2024-09-20,75.5,Certified
1060,1446,Time Management,Soft Skills,2023-09-01,91.2,Certified
1061,1447,Effective Communication,Soft Skills,2025-05-15,75.8,Certified
1062,1448,HR Business Partnering,Leadership,2025-02-18,85.3,Certified
1063,1448,Coaching for Managers,Leadership,2025-02-09,85.3,In Progress
1064,1448,Presentation Mastery,Soft Skills,2024-08-17,80.4,Certified
1065,1448,Leading Through Change,Leadership,2025-03-08,82.3,Certified
1066,1449,Presentation Mastery,Soft Skills,2023-04-09,80.9,Certified
1067,1449,HR Business Partnering,Leadership,2025-08-11,80.0,Certified
1068,1450,Negotiation Skills,Soft Skills,2024-10-18,76.8,Certified
1069,1451,Time Management,Soft Skills,2025-08-27,73.0,Certified
1070,1451,Data Visualization with BI Tools,Technical,2024-07-10,72.0,In Progress
1071,1452,Negotiation Skills,Soft Skills,2024-04-08,73.6,Certified
1072,1452,Advanced System Design,Technical,2023-02-24,82.9,In Progress
1073,1452,Presentation Mastery,Soft Skills,2023-01-15,93.0,Certified
1074,1453,Effective Communication,Soft Skills,2024-10-11,91.3,Certified
1075,1454,HR Business Partnering,Leadership,2023-10-01,78.7,Certified
1076,1454,Negotiation Skills,Soft Skills,2024-01-16,90.8,Certified
1077,1454,Presentation Mastery,Soft Skills,2023-09-12,97.0,In Progress
1078,1454,Anti-Bribery & Compliance,Compliance,2025-02-16,80.7,In Progress
1079,1455,Advanced System Design,Technical,2025-05-06,69.7,Not Certified
1080,1455,Machine Learning Operations,Technical,2025-05-06,88.1,Certified
1081,1455,Negotiation Skills,Soft Skills,2025-03-27,82.6,In Progress
1082,1456,Advanced System Design,Technical,2024-04-30,93.8,Certified
1083,1456,HR Business Partnering,Leadership,2024-06-14,99.0,Certified
1084,1456,Presentation Mastery,Soft Skills,2024-09-28,84.0,Certified
1085,1456,Workplace Safety,Compliance,2023-10-03,73.6,In Progress
1086,1457,Effective Communication,Soft Skills,2024-08-01,88.2,Certified
1087,1457,Workplace Safety,Compliance,2023-02-03,94.7,Certified
1088,1457,Leading Through Change,Leadership,2024-05-09,83.7,Certified
1089,1458,Cloud Architecture Fundamentals,Technical,2024-06-01,77.6,In Progress
1090,1458,Data Privacy Essentials,Compliance,2024-02-11,83.5,Certified
1091,1458,Machine Learning Operations,Technical,2023-10-22,94.4,Certified
1092,1458,Time Management,Soft Skills,2024-03-12,77.6,Certified
1093,1458,HR Business Partnering,Leadership,2025-06-01,85.3,Certified
1094,1459,Time Management,Soft Skills,2023-07-01,80.7,In Progress
1095,1460,Data Privacy Essentials,Compliance,2024-02-08,99.0,Certified
1096,1460,Negotiation Skills,Soft Skills,2023-04-02,85.6,Certified
1097,1460,Workplace Safety,Compliance,2024-04-16,82.3,Certified
1098,1461,Leading Through Change,Leadership,2023-08-03,77.5,Certified
1099,1461,Workplace Safety,Compliance,2024-02-04,82.2,Certified
1100,1461,Cloud Architecture Fundamentals,Technical,2024-05-25,85.3,In Progress
1101,1461,Data Privacy Essentials,Compliance,2024-06-15,82.4,Certified
1102,1461,Effective Communication,Soft Skills,2025-08-23,82.4,Certified
1103,1462,Coaching for Managers,Leadership,2023-04-05,77.4,Certified
1104,1462,Machine Learning Operations,Technical,2023-10-13,70.5,Certified
1105,1462,Presentation Mastery,Soft Skills,2023-07-13,84.4,In Progress
1106,1462,Cloud Architecture Fundamentals,Technical,2023-07-26,72.9,Certified
1107,1463,Anti-Bribery & Compliance,Compliance,2025-07-18,77.0,Certified
1108,1463,Data Visualization with BI Tools,Technical,2024-11-23,66.8,Not Certified
1109,1464,Effective Communication,Soft Skills,2025-07-06,82.0,Certified
1110,1464,Cloud Architecture Fundamentals,Technical,2023-09-25,84.1,In Progress
1111,1464,Advanced System Design,Technical,2023-03-09,90.8,In Progress
1112,1464,Workplace Safety,Compliance,2023-05-27,89.5,Certified
1113,1465,Presentation Mastery,Soft Skills,2023-08-20,77.1,Certified
1114,1465,Negotiation Skills,Soft Skills,2025-06-03,91.1,Certified
1115,1466,Leading Through Change,Leadership,2024-02-09,73.1,Certified
1116,1466,Presentation Mastery,Soft Skills,2024-11-18,79.3,Certified
1117,1466,Effective Communication,Soft Skills,2024-08-22,83.9,In Progress
1118,1466,Negotiation Skills,Soft Skills,2024-04-09,72.9,Certified
1119,1468,Data Privacy Essentials,Compliance,2023-05-11,81.4,Certified
1120,1469,Machine Learning Operations,Technical,2023-04-15,78.4,Certified
1121,1469,Data Visualization with BI Tools,Technical,2024-11-02,75.9,Certified
1122,1469,Leading Through Change,Leadership,2023-02-21,72.4,Certified
1123,1470,Anti-Bribery & Compliance,Compliance,2023-07-02,78.4,Certified
1124,1471,Coaching for Managers,Leadership,2024-12-29,88.8,Certified
1125,1471,Workplace Safety,Compliance,2023-05-23,81.6,Certified
1126,1471,HR Business Partnering,Leadership,2023-07-05,78.3,Certified
1127,1471,Data Privacy Essentials,Compliance,2024-07-25,82.7,Certified
1128,1472,Data Visualization with BI Tools,Technical,2025-06-26,86.8,Certified
1129,1472,Data Privacy Essentials,Compliance,2025-08-21,77.9,Certified
1130,1473,Time Management,Soft Skills,2024-08-21,68.1,Not Certified
1131,1473,Effective Communication,Soft Skills,2023-01-13,83.8,In Progress
1132,1473,Workplace Safety,Compliance,2024-07-29,78.7,Certified
1133,1473,HR Business Partnering,Leadership,2024-05-06,96.6,Certified
1134,1474,Machine Learning Operations,Technical,2025-04-15,68.0,In Progress
1135,1474,Data Visualization with BI Tools,Technical,2024-01-20,91.6,Certified
1136,1474,Presentation Mastery,Soft Skills,2024-06-12,78.6,Certified
1137,1476,Workplace Safety,Compliance,2025-05-12,86.6,In Progress
1138,1476,Data Visualization with BI Tools,Technical,2023-10-04,85.6,Certified
1139,1476,Anti-Bribery & Compliance,Compliance,2024-07-07,79.8,Certified
1140,1476,Machine Learning Operations,Technical,2023-07-22,72.2,Certified
1141,1476,Leading Through Change,Leadership,2025-06-28,75.9,In Progress
1142,1477,Data Visualization with BI Tools,Technical,2023-08-17,84.2,Certified
1143,1477,Data Privacy Essentials,Compliance,2024-08-11,84.3,Certified
1144,1477,Machine Learning Operations,Technical,2024-02-10,73.6,Certified
1145,1478,Presentation Mastery,Soft Skills,2025-05-26,77.4,In Progress
1146,1479,Advanced System Design,Technical,2025-07-24,87.1,Certified
1147,1479,Presentation Mastery,Soft Skills,2025-05-24,82.8,Certified
1148,1480,HR Business Partnering,Leadership,2024-11-14,89.5,Certified
1149,1481,Data Privacy Essentials,Compliance,2024-08-01,92.0,Certified
1150,1482,Data Visualization with BI Tools,Technical,2025-04-05,83.7,Certified
1151,1482,Data Privacy Essentials,Compliance,2024-05-18,93.7,Certified
1152,1482,Leading Through Change,Leadership,2024-08-28,76.5,In Progress
1153,1483,Time Management,Soft Skills,2024-01-16,81.5,Certified
1154,1483,Cloud Architecture Fundamentals,Technical,2025-02-27,76.4,In Progress
1155,1483,Leading Through Change,Leadership,2023-08-10,80.0,Certified
1156,1483,Data Privacy Essentials,Compliance,2024-04-01,88.8,Certified
1157,1483,Anti-Bribery & Compliance,Compliance,2024-11-28,83.1,In Progress
1158,1484,Advanced System Design,Technical,2025-02-22,74.2,Certified
1159,1484,Negotiation Skills,Soft Skills,2025-01-05,84.9,Certified
1160,1484,Time Management,Soft Skills,2024-12-14,80.0,In Progress
1161,1484,Coaching for Managers,Leadership,2023-12-12,85.1,Certified
1162,1485,Advanced System Design,Technical,2023-07-30,84.1,In Progress
1163,1485,Workplace Safety,Compliance,2024-12-02,79.7,Certified
1164,1485,Data Visualization with BI Tools,Technical,2023-08-24,66.8,Not Certified
1165,1486,Workplace Safety,Compliance,2024-05-12,83.0,Certified
1166,1486,Machine Learning Operations,Technical,2023-01-29,81.8,Certified
1167,1487,Time Management,Soft Skills,2023-10-21,67.6,Not Certified
1168,1487,Data Privacy Essentials,Compliance,2024-06-13,74.0,Certified
1169,1488,Anti-Bribery & Compliance,Compliance,2025-04-28,84.2,Certified
1170,1489,Effective Communication,Soft Skills,2023-05-11,84.8,Certified
1171,1490,Data Privacy Essentials,Compliance,2024-01-04,80.9,Certified
1172,1491,Leading Through Change,Leadership,2024-08-12,91.1,Certified
1173,1491,Advanced System Design,Technical,2024-01-29,81.1,Certified
1174,1491,Coaching for Managers,Leadership,2024-10-01,80.5,In Progress
1175,1491,Presentation Mastery,Soft Skills,2023-06-12,79.2,In Progress
1176,1492,Effective Communication,Soft Skills,2024-07-15,78.8,In Progress
1177,1492,Presentation Mastery,Soft Skills,2025-05-17,90.1,Certified
1178,1492,Advanced System Design,Technical,2023-11-18,62.5,Not Certified
1179,1492,Workplace Safety,Compliance,2025-07-31,77.8,Certified
1180,1492,Leading Through Change,Leadership,2024-08-05,70.3,Certified
